Location ID,Location,Temp,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,Month
807,Florida CD 7. Keys,21.94444444,112,3.6,67.9,2
901,Georgia CD 1. Northwest,7.722222222,114,5.6,40.3,2
902,Georgia CD 2. North Central,7.5,113,5.2,40.3,2
903,Georgia CD 3. Northeast,8.333333333,114,5.2,41.8,2
904,Georgia CD 4. West Central,9.666666667,113,5.3,44.1,2
905,Georgia CD 5. Central,10.88888889,117,5.9,45.7,2
906,Georgia CD 6. East Central,11.66666667,117,6.3,46.7,2
907,Georgia CD 7. Southwest,12.11111111,108,4.6,49.2,2
908,Georgia CD 8. South Central,12.27777778,108,4.7,49.4,2
909,Georgia CD 9. Southeast,13.16666667,113,5,50.7,2
1001,Idaho CD 1. Panhandle,-1.055555556,117,6.9,23.2,2
1002,Idaho CD 2. North Central Prairies,-0.166666667,111,5.4,26.3,2
1003,Idaho CD 3. North Central Canyons,0.888888889,112,5.5,28.1,2
1004,Idaho CD 4. Central Mountains,-3.277777778,112,5.1,21,2
1005,Idaho CD 5. Southwestern Valleys,1.388888889,119,6.7,27.8,2
1006,Idaho CD 6. Southwestern Highlands,-0.166666667,110,5.4,26.3,2
1007,Idaho CD 7. Central Plains,-1,118,6.8,23.4,2
1008,Idaho CD 8. Northeastern Valleys,-6.222222222,93,3.7,17.1,2
1009,Idaho CD 9. Upper Snake River Plains,-5,100,4.6,18.4,2
1010,Idaho CD 10. Eastern Highlands,-3.833333333,109,5.1,20,2
1101,Illinois CD 1. Northwest,-2.666666667,115,7.3,19.9,2
1102,Illinois CD 2. Northeast,-1.777777778,119,7.5,21.3,2
1103,Illinois CD 3. West,-1.5,109,5.5,23.8,2
1104,Illinois CD 4. Central,-0.777777778,114,6.9,23.7,2
1105,Illinois CD 5. East,-0.277777778,121,7.6,23.9,2
1106,Illinois CD 6. West Southwest,0.333333333,110,5.5,27.1,2
1107,Illinois CD 7. East Southeast,1.277777778,116,6.6,27.7,2
1108,Illinois CD 8. Southwest,2.611111111,111,5.6,31.1,2
1109,Illinois CD 9. Southeast,3.111111111,116,6.2,31.4,2
1201,Indiana CD 1. Northwest,-0.277777778,120,8.2,23.3,2
1202,Indiana CD 2. North Central,0,120,8.4,23.6,2
1203,Indiana CD 3. Northeast,-0.166666667,119,8.1,23.6,2
1204,Indiana CD 4. West Central,0.888888889,119,7.5,26.1,2
1205,Indiana CD 5. Central,1.333333333,121,8,26.4,2
1206,Indiana CD 6. East Central,1.222222222,121,8.4,25.8,2
1207,Indiana CD 7. Southwest,2.833333333,119,6.9,30.2,2
1208,Indiana CD 8. South Central,2.777777778,117,7.1,29.9,2
1209,Indiana CD 9. Southeast,2.944444444,121,7.8,29.5,2
1301,Iowa CD 1. Northwest,-7,95,4.8,14.6,2
1302,Iowa CD 2. North Central,-6.666666667,102,5.8,14.2,2
1303,Iowa CD 3. Northeast,-5.388888889,112,7.2,15.1,2
1304,Iowa CD 4. West Central,-5.111111111,99,5.1,17.7,2
1305,Iowa CD 5. Central,-5,101,5.2,17.8,2
1306,Iowa CD 6. East Central,-3.888888889,110,6.1,18.9,2
1307,Iowa CD 7. Southwest,-3.555555556,97,4.8,20.8,2
1308,Iowa CD 8. South Central,-3.666666667,98,4.3,21.1,2
1309,Iowa CD 9. Southeast,-3.166666667,104,4.7,21.6,2
1401,Kansas CD 1. Northwest,0.166666667,108,5.5,26.8,2
1402,Kansas CD 2. North Central,-0.777777778,102,4.8,25.8,2
1403,Kansas CD 3. Northeast,-0.888888889,104,4.8,25.6,2
1404,Kansas CD 4. West Central,1.222222222,116,6,28.2,2
1405,Kansas CD 5. Central,0.611111111,106,5,28.1,2
1406,Kansas CD 6. East Central,0.777777778,108,5.2,28.2,2
1407,Kansas CD 7. Southwest,2.222222222,115,5.5,30.5,2
1408,Kansas CD 8. South Central,2.166666667,112,5.4,30.5,2
1409,Kansas CD 9. Southeast,2.666666667,114,5.6,31.2,2
1501,Kentucky CD 1. Western,4.555555556,111,5.8,34.4,2
1502,Kentucky CD 2. Central,4.666666667,113,6.5,33.9,2
1503,Kentucky CD 3. Blue Grass,4,116,7.4,31.8,2
1504,Kentucky CD 4. Eastern,4.666666667,114,6.4,34,2
1601,Louisiana CD 1. Northwest,10.11111111,108,4.5,45.7,2
1602,Louisiana CD 2. North Central,10,107,4.7,45.3,2
1603,Louisiana CD 3. Northeast,10,102,4.1,45.9,2
1604,Louisiana CD 4. West Central,11.05555556,103,4,47.9,2
1605,Louisiana CD 5. Central,11.44444444,100,3.6,49,2
1606,Louisiana CD 6. East Central,12.72222222,105,4.5,50.4,2
1607,Louisiana CD 7. Southwest,13.38888889,107,4.5,51.6,2
1608,Louisiana CD 8. South Central,13.77777778,108,4.6,52.2,2
1609,Louisiana CD 9. Southeast,14.27777778,104,4.2,53.5,2
1701,Maine CD 1. North,-8,118,7.7,9.9,2
1702,Maine CD 2. South Interior,-4.611111111,117,7.7,16,2
1703,Maine CD 3. Coastal,-2.888888889,118,6.9,19.9,2
1801,Maryland CD 1. Southeastern Shore,6,119,7,35.8,2
1802,Maryland CD 2. Central Eastern Shore,5,118,6.7,34.3,2
1803,Maryland CD 3. Lower Southern,5.055555556,118,6.3,34.8,2
1804,Maryland CD 4. Upper Southern,4.722222222,118,6.6,33.9,2
1805,Maryland CD 5. Northeastern Shore,4,116,6.1,33.1,2
1806,Maryland CD 6. North Central,3.222222222,117,6.8,31,2
1807,Maryland CD 7. Appalachian Mountains,2.333333333,117,6.7,29.5,2
1808,Maryland CD 8. Allegheny Plateau,0.555555556,117,7.1,25.9,2
1901,Massachusetts CD 1. West,-1.944444444,119,7.9,20.6,2
1902,Massachusetts CD 2. Central,-0.166666667,122,8.4,23.3,2
1903,Massachusetts CD 3. Coastal,1.555555556,118,6.9,27.9,2
2001,Michigan CD 1. West Upper,-6.777777778,122,8.5,11.3,2
2002,Michigan CD 2. East Upper,-4.666666667,123,8.6,15,2
2003,Michigan CD 3. Northwest Lower,-2.722222222,124,8.9,18.2,2
2004,Michigan CD 4. Northeast Lower,-3.111111111,124,9.3,17.1,2
2005,Michigan CD 5. West Central Lower,-1.944444444,122,7.8,20.7,2
2006,Michigan CD 6. Central Lower,-2,122,9,19.4,2
2007,Michigan CD 7. East Central Lower,-1.111111111,123,9.5,20.5,2
2008,Michigan CD 8. Southwest Lower,-0.555555556,122,8.1,22.9,2
2009,Michigan CD 9. South Central Lower,-1,122,8.5,21.7,2
2010,Michigan CD 10. Southeast Lower,-0.444444444,122,9.1,22.1,2
2101,Minnesota CD 1. Northwest,-12.44444444,102,7.6,2,2
2102,Minnesota CD 2. North Central,-11.61111111,109,8.6,2.5,2
2103,Minnesota CD 3. Northeast,-11.05555556,115,8.6,3.5,2
2104,Minnesota CD 4. West Central,-10,96,6.4,7.6,2
2105,Minnesota CD 5. Central,-9,103,7.2,8.6,2
2106,Minnesota CD 6. East Central,-9,115,8.4,7.4,2
2107,Minnesota CD 7. Southwest,-8.444444444,93,5.1,11.7,2
2108,Minnesota CD 8. South Central,-7.5,103,6.4,12.1,2
2109,Minnesota CD 9. Southeast,-6.611111111,113,7.9,12.2,2
2201,Mississippi CD 1. Upper Delta,8.5,114,5.4,41.9,2
2202,Mississippi CD 2. North Central,8.111111111,108,5.2,41.4,2
2203,Mississippi CD 3. Northeast,8.166666667,115,6,40.7,2
2204,Mississippi CD 4. Lower Delta,9.666666667,109,5,44.4,2
2205,Mississippi CD 5. Central,9.666666667,108,4.8,44.6,2
2206,Mississippi CD 6. East Central,9.444444444,112,5.2,43.8,2
2207,Mississippi CD 7. Southwest,11.33333333,109,4.8,47.6,2
2208,Mississippi CD 8. South Central,11.33333333,105,4.4,48,2
2209,Mississippi CD 9. Southeast,10.94444444,108,4.4,47.3,2
2210,Mississippi CD 10. Coastal,12.33333333,105,4,50.2,2
2301,Missouri CD 1. Northwest Prairie,-1.277777778,103,4.7,25,2
2302,Missouri CD 2. Northeast Prairie,0,110,5.1,26.9,2
2303,Missouri CD 3. West Central Plains,1.722222222,112,5.3,29.8,2
2304,Missouri CD 4. West Ozarks,3.166666667,112,5.2,32.5,2
2305,Missouri CD 5. East Ozarks,2.888888889,110,5.3,31.9,2
2306,Missouri CD 6. Bootheel,4.833333333,110,5.6,35.1,2
2401,Montana CD 1. Western,-2.555555556,117,7.5,19.9,2
2402,Montana CD 2. Southwestern,-4.388888889,112,6.2,17.9,2
2403,Montana CD 3. North Central,-6.444444444,84,5.7,14.7,2
2404,Montana CD 4. Central,-3.388888889,95,6.5,19.4,2
2405,Montana CD 5. South Central,-2.666666667,113,7.3,19.9,2
2406,Montana CD 6. Northeastern,-8.277777778,92,6.8,10.3,2
2407,Montana CD 7. Southeastern,-4.833333333,100,7.2,16.1,2
2501,Nebraska CD 1. Panhandle,-1.111111111,117,6.7,23.3,2
2502,Nebraska CD 2. North Central,-3.388888889,98,5,20.9,2
2503,Nebraska CD 3. Northeast,-5.111111111,88,4.1,18.7,2
2505,Nebraska CD 5. Central,-3.055555556,93,4.5,22,2
2506,Nebraska CD 6. East Central,-3.722222222,94,4,21.3,2
2507,Nebraska CD 7. Southwest,-0.555555556,115,6.2,24.8,2
2508,Nebraska CD 8. South Central,-1.944444444,93,4.5,24,2
2509,Nebraska CD 9. Southeast,-2.666666667,96,4,23.2,2
2601,Nevada CD 1. Northwestern,1.944444444,116,5.9,29.6,2
2602,Nevada CD 2. Northeastern,-0.666666667,114,5.4,25.4,2
2603,Nevada CD 3. South Central,2.444444444,117,5.4,31,2
2604,Nevada CD 4. Extreme Southern,8.166666667,101,3,43.7,2
2701,New Hampshire CD 1. North,-5.777777778,119,8.4,13.2,2
2702,New Hampshire CD 2. South,-2.888888889,119,7.7,19.1,2
2801,New Jersey CD 1. Northern,1.5,120,8,26.7,2
2802,New Jersey CD 2. Southern,3.722222222,119,7.4,31.3,2
2803,New Jersey CD 3. Coastal,4.166666667,119,7.3,32.2,2
2901,New Mexico CD 1. Northwestern Plateau,-0.888888889,92,3,27.4,2
2902,New Mexico CD 2. Northern Mountains,-1.388888889,92,2.7,26.8,2
2903,New Mexico CD 3. Northeastern Plains,3.555555556,104,3.8,34.6,2
2904,New Mexico CD 4. Southwestern Mountains,1.055555556,100,3.1,30.8,2
2905,New Mexico CD 5. Central Valley,3.777777778,101,2.8,36,2
2906,New Mexico CD 6. Central Highlands,2.222222222,107,3.7,32.3,2
2907,New Mexico CD 7. Southeastern Plains,6.388888889,113,4.8,38.7,2
2908,New Mexico CD 8. Southern Desert,6.222222222,103,2.8,40.4,2
3001,New York CD 1. Western Plateau,-1.722222222,117,7.3,21.6,2
3002,New York CD 2. Eastern Plateau,-2.222222222,117,7.2,20.8,2
3003,New York CD 3. Northern Plateau,-5.222222222,117,8.6,14,2
3004,New York CD 4. Coastal,3.055555556,119,7.5,30,2
3005,New York CD 5. Hudson Valley,-0.555555556,119,8.3,22.7,2
3006,New York CD 6. Mohawk Valley,-3,117,7.6,19,2
3007,New York CD 7. Champlain Valley,-4.666666667,117,8.1,15.5,2
3008,New York CD 8. St. Lawrence Valley,-4.666666667,119,9.5,14.1,2
3009,New York CD 9. Great Lakes,-1.444444444,120,7.9,21.5,2
3010,New York CD 10. Central Lakes,-1.388888889,117,7.5,22,2
3101,North Carolina CD 1. Southern Mountains,4.611111111,108,4.5,35.8,2
3102,North Carolina CD 2. Northern Mountains,4.777777778,113,5.7,34.9,2
3103,North Carolina CD 3. Northern Piedmont,6.666666667,116,5.8,38.2,2
3104,North Carolina CD 4. Central Piedmont,7.333333333,116,5.9,39.3,2
3105,North Carolina CD 5. Southern Piedmont,8.277777778,116,6,40.9,2
3106,North Carolina CD 6. Southern Coastal Plain,10,119,6.3,43.7,2
3107,North Carolina CD 7. Central Coastal Plain,9.777777778,120,6.6,43,2
3108,North Carolina CD 8. Northern Coastal Plain,8.666666667,120,6.9,40.7,2
3201,North Dakota CD 1. Northwest,-11,95,6.6,5.6,2
3202,North Dakota CD 2. North Central,-11.94444444,102,7.3,3.2,2
3203,North Dakota CD 3. Northeast,-12.72222222,100,7.4,1.7,2
3204,North Dakota CD 4. West Central,-9.388888889,94,6.5,8.6,2
3205,North Dakota CD 5. Central,-11.33333333,98,6.4,5.2,2
3206,North Dakota CD 6. East Central,-11.83333333,94,6.1,4.6,2
3207,North Dakota CD 7. Southwest,-7.388888889,96,6.7,12,2
3208,North Dakota CD 8. South Central,-9.666666667,92,5.8,8.8,2
3209,North Dakota CD 9. Southeast,-10.83333333,90,5.2,7.3,2
3301,Ohio CD 1. Northwest,0.444444444,118,8.1,24.7,2
3302,Ohio CD 2. North Central,1.055555556,120,8.4,25.5,2
3303,Ohio CD 3. Northeast,1,121,9,24.8,2
3304,Ohio CD 4. West Central,1.111111111,120,8.2,25.8,2
3305,Ohio CD 5. Central,1.722222222,121,8.1,27,2
3306,Ohio CD 6. Central Hills,1.277777778,121,8.8,25.5,2
3307,Ohio CD 7. Northeast Hills,1.333333333,118,8.2,26.2,2
3308,Ohio CD 8. Southwest,2.444444444,120,7.9,28.5,2
3309,Ohio CD 9. South Central,3.166666667,117,7.2,30.5,2
3310,Ohio CD 10. Southeast,2.333333333,117,7.6,28.6,2
3401,Oklahoma CD 1. Panhandle,3.333333333,112,4.9,33.1,2
3402,Oklahoma CD 2. North Central,4.166666667,115,6.1,33.4,2
3403,Oklahoma CD 3. Northeast,4.722222222,117,5.7,34.8,2
3404,Oklahoma CD 4. West Central,5.333333333,118,6.4,35.2,2
3405,Oklahoma CD 5. Central,6,118,6.2,36.6,2
3406,Oklahoma CD 6. East Central,6.166666667,115,5,38.1,2
3407,Oklahoma CD 7. Southwest,6.777777778,120,6.3,37.9,2
3408,Oklahoma CD 8. South Central,7.444444444,118,5.5,39.9,2
3409,Oklahoma CD 9. Southeast,7.333333333,117,5.3,39.9,2
3501,Oregon CD 1. Coastal Area,6.277777778,104,3.2,40.1,2
3502,Oregon CD 2. Willamette Valley,5.888888889,118,4.7,37.9,2
3503,Oregon CD 3. Southwestern Valleys,4,99,2.8,36.4,2
3504,Oregon CD 4. Northern Cascades,1.777777778,102,3.5,31.7,2
3505,Oregon CD 5. High Plateau,-0.833333333,98,3.6,26.9,2
3506,Oregon CD 6. North Central,3,116,7.3,30.1,2
3507,Oregon CD 7. South Central,-0.055555556,104,4.6,27.3,2
3508,Oregon CD 8. Northeast,-0.888888889,112,5.4,25,2
3509,Oregon CD 9. Southeast,0.333333333,112,6.1,26.5,2
3601,Pennsylvania CD 1. Pocono Mountains,-1.166666667,118,7.3,22.6,2
3602,Pennsylvania CD 2. East Central Mountains,0.277777778,118,7.2,25.3,2
3603,Pennsylvania CD 3. Southeastern Piedmont,2.111111111,119,7.2,28.6,2
3604,Pennsylvania CD 4. Lower Susquehanna,1.833333333,117,6.8,28.5,2
3605,Pennsylvania CD 5. Middle Susquehanna,0.055555556,116,6.5,25.6,2
3606,Pennsylvania CD 6. Upper Susquehanna,-1.444444444,117,7.2,22.2,2
3607,Pennsylvania CD 7. Central Mountains,-1,113,6.1,24.1,2
3608,Pennsylvania CD 8. South Central Mountains,0.888888889,117,7,26.6,2
3609,Pennsylvania CD 9. Southwest Plateau,0.944444444,116,6.8,26.9,2
3610,Pennsylvania CD 10. Northwest Plateau,-1,116,7.1,23.1,2
3701,Rhode Island CD 1. Rhode Island (Entire State),1.833333333,122,8.1,27.2,2
3801,South Carolina CD 1. Mountain,6.944444444,110,4.4,40.1,2
3802,South Carolina CD 2. Northwest,8.111111111,114,5.1,41.5,2
3803,South Carolina CD 3. North Central,8.722222222,114,5.5,42.2,2
3804,South Carolina CD 4. Northeast,10.66666667,116,6.1,45.1,2
3805,South Carolina CD 5. West Central,10,117,6.2,43.8,2
3806,South Carolina CD 6. Central,10.66666667,114,5.8,45.4,2
3807,South Carolina CD 7. Southern,11.83333333,113,5.6,47.7,2
3901,South Dakota CD 1. Northwest,-6,93,5.8,15.4,2
3902,South Dakota CD 2. North Central,-9.166666667,81,4.2,11.3,2
3903,South Dakota CD 3. Northeast,-10.38888889,86,4.5,8.8,2
3904,South Dakota CD 4. Black Hills,-2.611111111,105,6.3,21,2
3905,South Dakota CD 5. Southwest,-2.888888889,104,6.7,20.1,2
3906,South Dakota CD 6. Central,-6.666666667,88,4.8,15.2,2
3907,South Dakota CD 7. East Central,-9.277777778,81,4,11.3,2
3908,South Dakota CD 8. South Central,-4.111111111,96,5.3,19.3,2
3909,South Dakota CD 9. Southeast,-6.944444444,84,4,15.5,2
4001,Tennessee CD 1. Eastern,5.833333333,113,5.4,37.1,2
4002,Tennessee CD 2. Cumberland Plateau,5.777777778,114,6.1,36.3,2
4003,Tennessee CD 3. Middle,6.333333333,112,5.9,37.5,2
4004,Tennessee CD 4. Western,6.388888889,113,5.8,37.7,2
4101,Texas CD 1. High Plains,5.611111111,114,4.8,37.3,2
4102,Texas CD 2. Low Rolling Plains,8.333333333,119,6.1,40.9,2
4103,Texas CD 3. North Central,9.833333333,117,5.9,43.8,2
4104,Texas CD 4. East Texas,10.72222222,109,4.4,46.9,2
4105,Texas CD 5. Trans Pecos,9,106,3.7,44.5,2
4106,Texas CD 6. Edwards Plateau,10.88888889,116,5.3,46.3,2
4107,Texas CD 7. South Central,14.22222222,118,6.2,51.4,2
4108,Texas CD 8. Upper Coast,14.72222222,118,6.1,52.4,2
4109,Texas CD 9. South,16,121,6.5,54.3,2
4110,Texas CD 10. Lower Valley,18.94444444,123,6.9,59.2,2
4201,Utah CD 1. Western,0.111111111,112,5.6,26.6,2
4202,Utah CD 2. Dixie,5.5,107,3.7,38.2,2
4203,Utah CD 3. North Central,-1,103,4.7,25.5,2
4204,Utah CD 4. South Central,-1.5,96,3.3,26,2
4205,Utah CD 5. Northern Mountains,-4.555555556,94,3.6,20.2,2
4206,Utah CD 6. Uinta Basin,-6.222222222,76,2,18.8,2
4207,Utah CD 7. Southeast,-2,71,1.2,27.2,2
4301,Vermont CD 1. Northeastern,-5.777777778,117,8.1,13.5,2
4302,Vermont CD 2. Western,-4.222222222,117,8,16.4,2
4303,Vermont CD 3. Southeastern,-3.555555556,117,8.2,17.4,2
4401,Virginia CD 1. Tidewater,6.444444444,116,5.5,38.1,2
4402,Virginia CD 2. Eastern Piedmont,5.5,115,5.5,36.4,2
4403,Virginia CD 3. Western Piedmont,5,115,5.5,35.5,2
4404,Virginia CD 4. Northern,3.722222222,116,6.8,31.9,2
4405,Virginia CD 5. Central Mountain,3.166666667,116,5.8,31.9,2
4406,Virginia CD 6. Southwestern Mountain,3.888888889,114,6,33,2
4501,Washington CD 1. West Olympic Coast,5.055555556,110,4,37.1,2
4502,Washington CD 2. North East Olympic San Juan,5.611111111,109,4,38.1,2
4503,Washington CD 3. Puget Sound Lowlands,5.444444444,110,4,37.8,2
4504,Washington CD 4. East Olympic Cascade Foothills,3.722222222,108,4,34.7,2
4505,Washington CD 5. Cascade Mountains West,-0.222222222,103,4.1,27.5,2
4506,Washington CD 6. East Slope Cascades,-1.722222222,106,5.4,23.5,2
4507,Washington CD 7. Okanogan Big Bend,-1.055555556,111,6.5,23.6,2
4508,Washington CD 8. Central Basin,2.5,115,8.3,28.2,2
4509,Washington CD 9. Northeastern,-2,111,6.6,21.8,2
4510,Washington CD 10. Palouse Blue Mountains,1.944444444,119,7.5,28,2
4601,West Virginia CD 1. Northwestern,2.722222222,117,7.2,29.7,2
4602,West Virginia CD 2. North Central,3.388888889,117,7.6,30.5,2
4603,West Virginia CD 3. Southwestern,4.444444444,114,6.8,33.2,2
4604,West Virginia CD 4. Central,1.611111111,114,6.4,28.5,2
4605,West Virginia CD 5. Southern,3.055555556,111,5.5,32,2
4606,West Virginia CD 6. Northeastern,2.5,115,6.7,29.8,2
4701,Wisconsin CD 1. Northwest,-7.777777778,120,9.4,8.6,2
4702,Wisconsin CD 2. North Central,-7.5,122,8.9,9.6,2
4703,Wisconsin CD 3. Northeast,-5.888888889,123,9.7,11.7,2
4704,Wisconsin CD 4. West Central,-6.5,115,8.5,11.8,2
4705,Wisconsin CD 5. Central,-5.111111111,122,9.4,13.4,2
4706,Wisconsin CD 6. East Central,-3.611111111,123,9.9,15.6,2
4707,Wisconsin CD 7. Southwest,-4.388888889,117,8.3,15.8,2
4708,Wisconsin CD 8. South Central,-3.555555556,120,8.7,16.9,2
4709,Wisconsin CD 9. Southeast,-2.722222222,121,8.7,18.4,2
4801,Wyoming CD 1. Yellowstone Drainage,-5.833333333,118,6.3,15.2,2
4802,Wyoming CD 2. Snake Drainage,-6.666666667,119,5.3,14.7,2
4803,Wyoming CD 3. Green and Bear Drainage,-7.166666667,88,2.9,16.2,2
4804,Wyoming CD 4. Big Horn,-3.5,119,8,17.7,2
4805,"Wyoming CD 5. Powder, Little Mo and Tongue Drainages",-3,115,7,19.6,2
4806,Wyoming CD 6. Belle Fourche Drainage,-3.333333333,110,7,19,2
4807,Wyoming CD 7. Cheyenne Niobrara Drainage,-3,111,6.3,20.3,2
4808,Wyoming CD 8. Lower Platte,-1.833333333,114,5.9,22.8,2
4809,Wyoming CD 9. Wind River,-5.555555556,99,4.7,17.3,2
4810,Wyoming CD 10. Upper Platte,-5.444444444,98,3.9,18.3,2
101,Alabama CD 1. Northern Valley,14.61111111,122,7.4,50.9,3
102,Alabama CD 2. Appalachian Mountain,15.11111111,123,7.5,51.7,3
103,Alabama CD 3. Upper Plains,16.66666667,123,8.1,53.9,3
104,Alabama CD 4. Eastern Valley,16.05555556,123,7.9,53,3
105,Alabama CD 5. Piedmont Plateau,16.5,124,8,53.7,3
106,Alabama CD 6. Prairie,18.44444444,125,8.9,56.3,3
107,Alabama CD 7. Coastal Plain,19.55555556,127,9.4,57.8,3
108,Alabama CD 8. Gulf,20.16666667,126,8.9,59.4,3
201,Arizona CD 1. Northwest,10.55555556,57,0.1,50.9,3
202,Arizona CD 2. Northeast,6.611111111,100,2.7,41.2,3
203,Arizona CD 3. North Central,9.333333333,64,0.7,48.1,3
204,Arizona CD 4. East Central,10.33333333,89,2,48.6,3
205,Arizona CD 5. Southwest,16,52,-0.3,61.1,3
206,Arizona CD 6. South Central,15.38888889,73,1.2,58.5,3
207,Arizona CD 7. Southeast,12.5,85,1.6,52.9,3
301,Arkansas CD 1. Northwest,11.66666667,115,5.8,47.2,3
302,Arkansas CD 2. North Central,11.5,109,4.8,47.9,3
303,Arkansas CD 3. Northeast,12.44444444,110,4.6,49.8,3
304,Arkansas CD 4. West Central,13.27777778,116,5.6,50.3,3
305,Arkansas CD 5. Central,13.5,108,4.3,52,3
306,Arkansas CD 6. East Central,14.16666667,115,5.2,52.3,3
307,Arkansas CD 7. Southwest,14.94444444,116,5.7,53.2,3
308,Arkansas CD 8. South Central,15.44444444,115,5.6,54.2,3
309,Arkansas CD 9. Southeast,15.44444444,117,5.6,54.2,3
401,California CD 1. North Coast Drainage,6.611111111,61,-0.2,44.1,3
402,California CD 2. Sacramento Drainage,6.944444444,54,-0.6,45.1,3
403,California CD 3. Northeast Interior Basins,1.444444444,52,-0.7,35.3,3
404,California CD 4. Central Coast Drainage,10.44444444,60,0,50.8,3
405,California CD 5. San Joaquin Drainage,8.5,49,-0.7,48,3
406,California CD 6. South Coast Drainage,10.72222222,51,-0.3,51.6,3
407,California CD 7. Southeast Desert Basins,11.61111111,36,-1.5,54.4,3
501,Colorado CD 1. Arkansas Drainage,6.444444444,117,5.6,38,3
502,Colorado CD 2. Colorado Drainage,2,113,4.8,30.8,3
503,Colorado CD 3. Kansas Drainage,6.222222222,111,5.5,37.7,3
504,Colorado CD 4. Platte Drainage,3.333333333,112,4.8,33.2,3
505,Colorado CD 5. Rio Grande Drainage,1.166666667,113,4.9,29.2,3
601,Connecticut CD 1. Northwest,3.888888889,117,5.7,33.3,3
602,Connecticut CD 2. Central,5.333333333,118,6,35.6,3
603,Connecticut CD 3. Coastal,6.333333333,120,6.3,37.1,3
701,Delaware CD 1. Northern,9,122,6.6,41.6,3
702,Delaware CD 2. Southern,9.944444444,123,6.8,43.1,3
801,Florida CD 1. Northwest,20.44444444,127,8.9,59.9,3
802,Florida CD 2. North,20.55555556,127,7.6,61.4,3
803,Florida CD 3. North Central,22.11111111,127,7.5,64.3,3
804,Florida CD 4. South Central,22.33333333,125,6.1,66.1,3
805,Florida CD 5. Everglades and Southwest Coast,23.05555556,123,5.1,68.4,3
806,Florida CD 6. Lower East Coast,23.66666667,124,5.3,69.3,3
807,Florida CD 7. Keys,24.55555556,125,4.9,71.3,3
901,Georgia CD 1. Northwest,14.66666667,123,7.7,50.7,3
902,Georgia CD 2. North Central,13.77777778,123,6.8,50,3
903,Georgia CD 3. Northeast,14.27777778,121,6.3,51.4,3
904,Georgia CD 4. West Central,16.66666667,124,8.3,53.7,3
905,Georgia CD 5. Central,17.11111111,123,7.6,55.2,3
906,Georgia CD 6. East Central,17.66666667,124,7.8,56,3
907,Georgia CD 7. Southwest,19.44444444,127,8.8,58.2,3
908,Georgia CD 8. South Central,19.22222222,126,8.3,58.3,3
909,Georgia CD 9. Southeast,19.22222222,125,7.7,58.9,3
1001,Idaho CD 1. Panhandle,1.111111111,62,0.2,33.8,3
1002,Idaho CD 2. North Central Prairies,2.888888889,76,0.9,36.3,3
1003,Idaho CD 3. North Central Canyons,4.166666667,71,0.6,38.9,3
1004,Idaho CD 4. Central Mountains,0.277777778,94,2.3,30.2,3
1005,Idaho CD 5. Southwestern Valleys,6.388888889,96,2.5,41,3
1006,Idaho CD 6. Southwestern Highlands,3.388888889,90,2.1,36,3
1007,Idaho CD 7. Central Plains,4.722222222,106,4,36.5,3
1008,Idaho CD 8. Northeastern Valleys,-0.944444444,92,2.7,27.6,3
1009,Idaho CD 9. Upper Snake River Plains,1.666666667,97,3.1,31.9,3
1010,Idaho CD 10. Eastern Highlands,1.333333333,106,4.1,30.3,3
1101,Illinois CD 1. Northwest,4.777777778,107,5,35.6,3
1102,Illinois CD 2. Northeast,4.666666667,103,4.5,35.9,3
1103,Illinois CD 3. West,6.333333333,103,4.3,39.1,3
1104,Illinois CD 4. Central,6.333333333,106,4.7,38.7,3
1105,Illinois CD 5. East,5.833333333,104,4.3,38.2,3
1106,Illinois CD 6. West Southwest,7.666666667,101,4.2,41.6,3
1107,Illinois CD 7. East Southeast,7.777777778,105,4.4,41.6,3
1108,Illinois CD 8. Southwest,9.888888889,111,5.2,44.6,3
1109,Illinois CD 9. Southeast,9.944444444,112,5.2,44.7,3
1201,Indiana CD 1. Northwest,4.833333333,100,3.8,36.9,3
1202,Indiana CD 2. North Central,5.055555556,104,4.5,36.6,3
1203,Indiana CD 3. Northeast,5.222222222,108,5.1,36.3,3
1204,Indiana CD 4. West Central,6.888888889,105,4.8,39.6,3
1205,Indiana CD 5. Central,7,109,5.1,39.5,3
1206,Indiana CD 6. East Central,6.833333333,112,5.9,38.4,3
1207,Indiana CD 7. Southwest,9.166666667,111,5.3,43.2,3
1208,Indiana CD 8. South Central,9,113,5.5,42.7,3
1209,Indiana CD 9. Southeast,8.944444444,116,6.1,42,3
1301,Iowa CD 1. Northwest,3,105,5.3,32.1,3
1302,Iowa CD 2. North Central,3.055555556,111,5.7,31.8,3
1303,Iowa CD 3. Northeast,3.166666667,108,5.4,32.3,3
1304,Iowa CD 4. West Central,4.833333333,110,6,34.7,3
1305,Iowa CD 5. Central,4.944444444,112,6,34.9,3
1306,Iowa CD 6. East Central,4.833333333,108,5.3,35.4,3
1307,Iowa CD 7. Southwest,6.333333333,113,6.3,37.1,3
1308,Iowa CD 8. South Central,6.277777778,111,5.9,37.4,3
1309,Iowa CD 9. Southeast,5.888888889,106,4.9,37.7,3
1401,Kansas CD 1. Northwest,7.222222222,112,5.9,39.1,3
1402,Kansas CD 2. North Central,7.666666667,109,5.2,40.6,3
