province,temperature,month
Ontario,-7,3
Ontario,-9,3
Ontario,-6,3
Ontario,-6,3
Ontario,-2,3
Ontario,-3,3
Ontario,-2,3
Ontario,-1,3
Ontario,-1,3
Ontario,-17,3
Ontario,1,3
Ontario,2,3
Ontario,2,3
Ontario,,3
Ontario,2,3
Ontario,1,3
Ontario,3,3
Ontario,2,3
Ontario,1,3
Ontario,2,3
Ontario,2,3
Ontario,2,3
Ontario,-17,3
Ontario,,3
Ontario,-17,3
Ontario,,3
Ontario,0,3
Ontario,-2,3
Ontario,-2,3
Ontario,,3
Ontario,-1,3
Ontario,2,3
Ontario,0,3
Ontario,-1,3
Ontario,2,3
Ontario,2,3
Ontario,,3
Ontario,1,3
Ontario,-1,3
Ontario,2,3
Ontario,-17,3
Ontario,2,3
Ontario,,3
Ontario,,3
Ontario,,3
Ontario,2,3
Ontario,1,3
Ontario,1,3
Ontario,-17,3
Ontario,1,3
Ontario,2,3
Ontario,1,3
Ontario,2,3
Ontario,3,3
Ontario,3,3
Ontario,3,3
Ontario,,3
Ontario,,3
Ontario,6,3
Ontario,4,3
Ontario,3,3
Ontario,4,3
Ontario,4,3
Ontario,4,3
Ontario,4,3
Ontario,4,3
Ontario,4,3
Ontario,4,3
Ontario,4,3
Ontario,4,3
Ontario,4,3
Ontario,4,3
Ontario,,3
Ontario,4,3
Ontario,4,3
Ontario,6,3
Ontario,4,3
Ontario,3,3
Ontario,3,3
Ontario,3,3
Ontario,3,3
Ontario,1,3
Ontario,1,3
Ontario,1,3
Ontario,2,3
Ontario,2,3
Ontario,3,3
Ontario,3,3
Ontario,1,3
Ontario,3,3
Ontario,3,3
Ontario,3,3
Ontario,4,3
Ontario,2,3
Ontario,2,3
Ontario,,3
Ontario,3,3
Ontario,2,3
Ontario,2,3
Ontario,3,3
Ontario,2,3
Ontario,2,3
Ontario,2,3
Ontario,4,3
Ontario,3,3
Ontario,3,3
Ontario,3,3
Ontario,2,3
Ontario,2,3
Ontario,1,3
Ontario,3,3
Ontario,-1,3
Ontario,2,3
Ontario,1,3
Ontario,,3
Ontario,,3
Ontario,-1,3
Quebec,,3
Quebec,,3
Quebec,-3,3
Quebec,,3
Quebec,-1,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,-10,3
Quebec,-3,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,-2,3
Quebec,,3
Quebec,-3,3
Quebec,-2,3
Quebec,-3,3
Quebec,-4,3
Quebec,,3
Quebec,-3,3
Quebec,-2,3
Quebec,-3,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,1,3
Quebec,,3
Quebec,,3
Quebec,-17,3
Quebec,,3
Quebec,,3
Quebec,-3,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,-1,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,1,3
Quebec,1,3
Quebec,-2,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,1,3
Quebec,,3
Quebec,,3
Quebec,-17,3
Quebec,,3
Quebec,-1,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,-1,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,-3,3
Quebec,,3
Quebec,-2,3
Quebec,-1,3
Quebec,,3
Quebec,1,3
Quebec,,3
Quebec,1,3
Quebec,1,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,-1,3
Quebec,-2,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,-2,3
Quebec,-1,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,-2,3
Quebec,-7,3
Quebec,-7,3
Quebec,-9,3
Quebec,-8,3
Quebec,-6,3
Quebec,-8,3
Quebec,,3
Quebec,-8,3
Quebec,-2,3
Quebec,-8,3
Quebec,-7,3
Quebec,-8,3
Quebec,-5,3
Quebec,-3,3
Quebec,,3
Quebec,-8,3
Quebec,,3
Quebec,-8,3
Quebec,-8,3
Quebec,-3,3
Quebec,-9,3
Quebec,-8,3
Quebec,-13,3
Quebec,-6,3
Quebec,,3
Quebec,-6,3
Quebec,,3
Quebec,-4,3
Quebec,,3
Quebec,-9,3
Quebec,-6,3
Quebec,-6,3
Quebec,-6,3
Quebec,-6,3
Quebec,-3,3
Quebec,,3
Quebec,-3,3
Quebec,-3,3
Quebec,-4,3
Quebec,-4,3
Quebec,-4,3
Quebec,-5,3
Quebec,-3,3
Quebec,-7,3
Quebec,-4,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,,3
Quebec,-4,3
Quebec,-7,3
Quebec,-13,3
Quebec,-10,3
Quebec,,3
Quebec,-6,3
Quebec,-7,3
Quebec,-7,3
Quebec,-9,3
Quebec,-8,3
Quebec,-7,3
Quebec,-7,3
Quebec,,3
Quebec,,3
Quebec,-13,3
Quebec,-12,3
Quebec,-8,3
Quebec,-7,3
Quebec,,3
Quebec,-5,3
Quebec,-6,3
Quebec,-2,3
Quebec,,3
Quebec,-5,3
Quebec,-7,3
Quebec,-9,3
Quebec,-11,3
Quebec,-10,3
Quebec,-12,3
Quebec,-16,3
Quebec,-14,3
Quebec,-16,3
Quebec,-9,3
Quebec,-9,3
Quebec,,3
Quebec,-7,3
Quebec,-6,3
Quebec,-10,3
Quebec,-13,3
Quebec,,3
Quebec,-22,3
Quebec,-21,3
Quebec,-20,3
Quebec,-14,3
Quebec,-14,3
Quebec,-22,3
Quebec,-17,3
Quebec,-21,3
Quebec,-18,3
Quebec,-18,3
Quebec,-19,3
Quebec,-16,3
Quebec,-17,3
Quebec,-23,3
Quebec,-17,3
Quebec,-21,3
Quebec,-20,3
Quebec,-21,3
Quebec,-16,3
Quebec,-16,3
Quebec,-19,3
New Brunswick,-3,3
New Brunswick,-4,3
New Brunswick,,3
New Brunswick,-4,3
New Brunswick,-3,3
New Brunswick,-6,3
New Brunswick,-3,3
New Brunswick,-3,3
New Brunswick,-7,3
New Brunswick,-2,3
New Brunswick,-2,3
New Brunswick,-2,3
New Brunswick,1,3
New Brunswick,-3,3
New Brunswick,-3,3
New Brunswick,-3,3
New Brunswick,-4,3
New Brunswick,-2,3
New Brunswick,-2,3
New Brunswick,-1,3
New Brunswick,1,3
New Brunswick,-4,3
New Brunswick,-1,3
New Brunswick,-1,3
New Brunswick,-2,3
New Brunswick,-3,3
Nova Scotia,2,3
Nova Scotia,,3
Nova Scotia,1,3
Nova Scotia,-17,3
Nova Scotia,2,3
Nova Scotia,-1,3
Nova Scotia,-2,3
Nova Scotia,-3,3
Nova Scotia,-1,3
Nova Scotia,-1,3
Nova Scotia,-1,3
Nova Scotia,1,3
Nova Scotia,,3
Nova Scotia,1,3
Nova Scotia,-1,3
Nova Scotia,-1,3
Nova Scotia,1,3
Nova Scotia,1,3
Nova Scotia,-1,3
Nova Scotia,-2,3
Nova Scotia,1,3
Nova Scotia,-17,3
Nova Scotia,,3
Nova Scotia,-2,3
Nova Scotia,2,3
Nova Scotia,-1,3
Nova Scotia,2,3
Nova Scotia,-2,3
Nova Scotia,-3,3
Nova Scotia,-2,3
Nova Scotia,-1,3
Nova Scotia,-2,3
Nova Scotia,-2,3
Nova Scotia,2,3
Nova Scotia,2,3
Nova Scotia,1,3
Nova Scotia,-2,3
Nova Scotia,1,3
Nova Scotia,1,3
Nova Scotia,2,3
Nova Scotia,-2,3
Nova Scotia,-2,3
Nova Scotia,-2,3
Nova Scotia,-2,3
Nova Scotia,-1,3
Nova Scotia,1,3
Nova Scotia,2,3
Nova Scotia,,3
Nova Scotia,2,3
Nova Scotia,2,3
Nova Scotia,2,3
Prince Edward Island,-3,3
Prince Edward Island,-3,3
Prince Edward Island,-2,3
Prince Edward Island,-3,3
Prince Edward Island,-2,3
Prince Edward Island,-2,3
Prince Edward Island,-3,3
Prince Edward Island,-3,3
Prince Edward Island,-3,3
Newfoundland and Labrador,-7,3
Newfoundland and Labrador,-3,3
Newfoundland and Labrador,-3,3
Newfoundland and Labrador,-6,3
Newfoundland and Labrador,-6,3
Newfoundland and Labrador,-4,3
Newfoundland and Labrador,-4,3
Newfoundland and Labrador,-6,3
Newfoundland and Labrador,-4,3
Newfoundland and Labrador,-7,3
Newfoundland and Labrador,-5,3
Newfoundland and Labrador,-7,3
Newfoundland and Labrador,-5,3
Newfoundland and Labrador,-4,3
Newfoundland and Labrador,-1,3
Newfoundland and Labrador,-6,3
Newfoundland and Labrador,-3,3
Newfoundland and Labrador,-6,3
Newfoundland and Labrador,-6,3
Newfoundland and Labrador,-3,3
Newfoundland and Labrador,,3
Newfoundland and Labrador,-7,3
Newfoundland and Labrador,-8,3
Newfoundland and Labrador,-3,3
Newfoundland and Labrador,-3,3
Newfoundland and Labrador,-3,3
Newfoundland and Labrador,-3,3
Newfoundland and Labrador,-4,3
Newfoundland and Labrador,-4,3
Newfoundland and Labrador,-4,3
Newfoundland and Labrador,-4,3
Newfoundland and Labrador,-3,3
Newfoundland and Labrador,-2,3
Newfoundland and Labrador,-4,3
Newfoundland and Labrador,-9,3
Newfoundland and Labrador,-14,3
Newfoundland and Labrador,-9,3
Newfoundland and Labrador,-11,3
Newfoundland and Labrador,-11,3
Newfoundland and Labrador,-8,3
Newfoundland and Labrador,-12,3
Newfoundland and Labrador,-13,3
Newfoundland and Labrador,-14,3
Newfoundland and Labrador,-14,3
British Columbia,11,4
British Columbia,9,4
British Columbia,9,4
British Columbia,9,4
British Columbia,10,4
British Columbia,9,4
British Columbia,,4
British Columbia,,4
British Columbia,9,4
British Columbia,11,4
British Columbia,9,4
British Columbia,9,4
British Columbia,10,4
British Columbia,9,4
British Columbia,11,4
British Columbia,,4
British Columbia,9,4
British Columbia,11,4
British Columbia,9,4
British Columbia,9,4
British Columbia,9,4
British Columbia,10,4
British Columbia,9,4
British Columbia,9,4
British Columbia,8,4
British Columbia,8,4
British Columbia,10,4
British Columbia,10,4
British Columbia,10,4
British Columbia,9,4
British Columbia,10,4
British Columbia,9,4
British Columbia,10,4
British Columbia,8,4
British Columbia,9,4
British Columbia,9,4
British Columbia,,4
British Columbia,7,4
British Columbia,9,4
British Columbia,9,4
British Columbia,11,4
British Columbia,10,4
British Columbia,9,4
British Columbia,9,4
British Columbia,,4
British Columbia,9,4
British Columbia,8,4
British Columbia,9,4
British Columbia,9,4
British Columbia,9,4
British Columbia,8,4
British Columbia,9,4
British Columbia,8,4
British Columbia,9,4
British Columbia,9,4
British Columbia,7,4
British Columbia,8,4
British Columbia,9,4
British Columbia,8,4
British Columbia,8,4
British Columbia,8,4
British Columbia,9,4
British Columbia,,4
British Columbia,10,4
British Columbia,10,4
British Columbia,11,4
British Columbia,,4
British Columbia,9,4
British Columbia,8,4
British Columbia,8,4
British Columbia,8,4
British Columbia,9,4
British Columbia,9,4
British Columbia,6,4
British Columbia,7,4
British Columbia,7,4
British Columbia,6,4
British Columbia,6,4
British Columbia,6,4
British Columbia,7,4
British Columbia,7,4
British Columbia,7,4
British Columbia,8,4
British Columbia,7,4
British Columbia,8,4
British Columbia,9,4
British Columbia,8,4
British Columbia,7,4
British Columbia,6,4
British Columbia,9,4
British Columbia,7,4
British Columbia,9,4
British Columbia,8,4
British Columbia,7,4
British Columbia,7,4
British Columbia,8,4
British Columbia,7,4
British Columbia,8,4
British Columbia,7,4
British Columbia,6,4
British Columbia,8,4
British Columbia,6,4
British Columbia,8,4
British Columbia,7,4
British Columbia,4,4
British Columbia,7,4
British Columbia,6,4
British Columbia,7,4
British Columbia,8,4
British Columbia,-17,4
British Columbia,4,4
British Columbia,4,4
British Columbia,4,4
British Columbia,4,4
British Columbia,1,4
British Columbia,9,4
British Columbia,10,4
British Columbia,3,4
British Columbia,4,4
British Columbia,2,4
British Columbia,2,4
British Columbia,2,4
British Columbia,3,4
British Columbia,3,4
British Columbia,4,4
British Columbia,4,4
British Columbia,4,4
British Columbia,4,4
British Columbia,-1,4
British Columbia,5,4
British Columbia,4,4
British Columbia,3,4
British Columbia,10,4
British Columbia,10,4
British Columbia,10,4
British Columbia,,4
British Columbia,6,4
British Columbia,4,4
British Columbia,11,4
British Columbia,10,4
British Columbia,9,4
British Columbia,11,4
British Columbia,11,4
British Columbia,9,4
British Columbia,10,4
British Columbia,4,4
British Columbia,,4
British Columbia,11,4
British Columbia,10,4
British Columbia,,4
British Columbia,10,4
British Columbia,11,4
British Columbia,11,4
British Columbia,9,4
British Columbia,9,4
British Columbia,11,4
British Columbia,10,4
British Columbia,-1,4
British Columbia,10,4
British Columbia,10,4
British Columbia,10,4
British Columbia,5,4
British Columbia,10,4
British Columbia,9,4
British Columbia,10,4
British Columbia,4,4
British Columbia,7,4
British Columbia,8,4
British Columbia,6,4
British Columbia,11,4
British Columbia,11,4
British Columbia,11,4
British Columbia,9,4
British Columbia,8,4
British Columbia,6,4
British Columbia,6,4
British Columbia,8,4
British Columbia,3,4
British Columbia,1,4
British Columbia,6,4
British Columbia,9,4
British Columbia,8,4
British Columbia,9,4
British Columbia,8,4
British Columbia,8,4
British Columbia,8,4
British Columbia,,4
British Columbia,7,4
British Columbia,8,4
British Columbia,7,4
British Columbia,8,4
British Columbia,8,4
British Columbia,8,4
British Columbia,7,4
British Columbia,5,4
British Columbia,5,4
British Columbia,4,4
British Columbia,3,4
British Columbia,6,4
British Columbia,3,4
British Columbia,3,4
British Columbia,7,4
British Columbia,10,4
British Columbia,3,4
British Columbia,3,4
British Columbia,3,4
British Columbia,6,4
British Columbia,2,4
British Columbia,3,4
British Columbia,8,4
British Columbia,9,4
British Columbia,1,4
British Columbia,3,4
British Columbia,7,4
British Columbia,7,4
British Columbia,7,4
British Columbia,8,4
British Columbia,4,4
British Columbia,4,4
British Columbia,4,4
British Columbia,3,4
British Columbia,6,4
British Columbia,6,4
British Columbia,-1,4
British Columbia,3,4
British Columbia,3,4
British Columbia,1,4
British Columbia,2,4
British Columbia,1,4
British Columbia,2,4
British Columbia,-1,4
British Columbia,2,4
British Columbia,2,4
British Columbia,-1,4
British Columbia,-17,4
Yukon,-2,4
Yukon,0,4
Yukon,-1,4
Yukon,,4
Yukon,-2,4
Yukon,-1,4
Yukon,-1,4
Yukon,-17,4
Yukon,-11,4
Yukon,-9,4
Yukon,-9,4
Yukon,-13,4
Yukon,-1,4
Yukon,-1,4
Yukon,-8,4
Yukon,-8,4
Yukon,1,4
Yukon,-8,4
Yukon,-9,4
Yukon,-2,4
Yukon,-6,4
Yukon,,4
Yukon,,4
Yukon,-1,4
Yukon,-1,4
Yukon,-1,4
Yukon,1,4
Yukon,2,4
Northwest Territories,-8,4
Northwest Territories,-14,4
Northwest Territories,-11,4
Northwest Territories,-12,4
Northwest Territories,-8,4
Northwest Territories,-8,4
Northwest Territories,-2,4
Northwest Territories,-8,4
Northwest Territories,-8,4
Northwest Territories,-1,4
Northwest Territories,-1,4
Northwest Territories,-8,4
Northwest Territories,-6,4
Northwest Territories,-4,4
Northwest Territories,-11,4
Northwest Territories,-7,4
Northwest Territories,-3,4
Northwest Territories,-3,4
Northwest Territories,-3,4
Northwest Territories,-5,4
Northwest Territories,-4,4
Northwest Territories,-5,4
Northwest Territories,-7,4
Northwest Territories,-6,4
Northwest Territories,-7,4
Northwest Territories,,4
Northwest Territories,-9,4
Northwest Territories,-9,4
Northwest Territories,-9,4
Northwest Territories,-11,4
Northwest Territories,-7,4
Northwest Territories,-6,4
Northwest Territories,-14,4
Northwest Territories,-13,4
Northwest Territories,-13,4
Northwest Territories,-3,4
Northwest Territories,-10,4
Northwest Territories,-10,4
Northwest Territories,-14,4
Northwest Territories,-14,4
Northwest Territories,-16,4
Northwest Territories,-13,4
Northwest Territories,-4,4
Northwest Territories,-8,4
Northwest Territories,4,4
Northwest Territories,-1,4
Northwest Territories,-14,4
Northwest Territories,-8,4
Northwest Territories,-4,4
Northwest Territories,-2,4
Northwest Territories,-11,4
Nunavut,-14,4
Nunavut,-18,4
Nunavut,,4
Nunavut,,4
Nunavut,-15,4
Nunavut,-16,4
Nunavut,-16,4
Nunavut,-16,4
Nunavut,-16,4
Nunavut,-18,4
Nunavut,-17,4
Nunavut,-17,4
Nunavut,-16,4
Nunavut,-14,4
Nunavut,-21,4
Nunavut,-21,4
Nunavut,-20,4
Nunavut,-22,4
Nunavut,-22,4
Nunavut,-17,4
Nunavut,-19,4
Nunavut,-10,4
Nunavut,-10,4
Nunavut,-21,4
Nunavut,-16,4
Nunavut,,4
Nunavut,,4
Nunavut,,4
Nunavut,,4
Nunavut,-19,4
Nunavut,-10,4
Nunavut,-13,4
Nunavut,-14,4
Nunavut,-21,4
Nunavut,-21,4
Nunavut,-21,4
Nunavut,-13,4
Nunavut,-13,4
Nunavut,-16,4
Nunavut,-20,4
Nunavut,-15,4
Nunavut,-15,4
Nunavut,-14,4
Nunavut,-19,4
Nunavut,-20,4
Nunavut,-19,4
Nunavut,-22,4
Nunavut,-18,4
Nunavut,-19,4
Nunavut,-19,4
Nunavut,,4
Nunavut,-18,4
Nunavut,-12,4
Nunavut,-12,4
Nunavut,-22,4
Nunavut,-9,4
Nunavut,-10,4
Nunavut,-12,4
Nunavut,,4
Nunavut,-18,4
Nunavut,-18,4
Nunavut,-21,4
Nunavut,-21,4
Nunavut,-21,4
Nunavut,-16,4
Nunavut,-21,4
Nunavut,-19,4
Nunavut,-20,4
Nunavut,-22,4
Nunavut,,4
Northwest Territories,-20,4
Northwest Territories,-16,4
Northwest Territories,,4
Northwest Territories,-17,4
Northwest Territories,,4
Northwest Territories,-20,4
Northwest Territories,-21,4
Alberta,-1,4
Alberta,-1,4
Alberta,1,4
Alberta,3,4
Alberta,0,4
Alberta,2,4
Alberta,1,4
Alberta,-17,4
Alberta,1,4
Alberta,,4
Alberta,1,4
Alberta,,4
Alberta,2,4
Alberta,1,4
Alberta,-1,4
Alberta,-1,4
Alberta,,4
Alberta,3,4
Alberta,1,4
Alberta,,4
Alberta,2,4
Alberta,2,4
Alberta,2,4
Alberta,,4
Alberta,-1,4
Alberta,0,4
Alberta,0,4
Alberta,1,4
Alberta,1,4
Alberta,3,4
Alberta,,4
Alberta,2,4
Alberta,-1,4
Alberta,2,4
Alberta,,4
Alberta,,4
Alberta,1,4
Alberta,-1,4
Alberta,-17,4
Alberta,-1,4
Alberta,1,4
Alberta,-1,4
Alberta,-1,4
Alberta,-17,4
Alberta,-2,4
Alberta,-1,4
Alberta,-1,4
Alberta,-1,4
Alberta,,4
Alberta,-17,4
Alberta,-1,4
Alberta,-17,4
Alberta,1,4
Alberta,,4
Alberta,0,4
Alberta,-17,4
Alberta,-1,4
Alberta,-1,4
Alberta,,4
Alberta,-1,4
Alberta,-1,4
Alberta,1,4
Alberta,,4
Alberta,,4
Alberta,1,4
Alberta,1,4
Alberta,1,4
Alberta,2,4
Alberta,-2,4
Alberta,,4
Alberta,-1,4
Alberta,-1,4
Alberta,0,4
Alberta,-1,4
Alberta,2,4
Alberta,-1,4
Alberta,1,4
Alberta,2,4
Alberta,2,4
Alberta,1,4
Alberta,3,4
Alberta,3,4
Alberta,1,4
Alberta,2,4
Alberta,3,4
Alberta,2,4
Alberta,2,4
Alberta,2,4
Alberta,1,4
Alberta,3,4
Alberta,3,4
Alberta,1,4
Alberta,-1,4
Alberta,1,4
Alberta,1,4
Alberta,-17,4
Alberta,-1,4
Alberta,1,4
Alberta,1,4
Alberta,1,4
Alberta,-17,4
Alberta,2,4
Alberta,3,4
Alberta,2,4
Alberta,2,4
Alberta,,4
Alberta,,4
Alberta,1,4
Alberta,3,4
Alberta,2,4
Alberta,2,4
Alberta,-17,4
Alberta,3,4
Alberta,-1,4
Alberta,1,4
Alberta,3,4
Alberta,2,4
Alberta,4,4
Alberta,3,4
Alberta,3,4
Alberta,1,4
Alberta,2,4
Alberta,3,4
Alberta,4,4
Alberta,4,4
Alberta,3,4
Alberta,3,4
Alberta,3,4
Alberta,3,4
Alberta,2,4
Alberta,-17,4
Alberta,3,4
Alberta,1,4
Alberta,3,4
Alberta,3,4
Alberta,4,4
Alberta,4,4
Alberta,4,4
Alberta,3,4
Alberta,3,4
Alberta,3,4
Alberta,4,4
Alberta,4,4
Alberta,-17,4
Alberta,4,4
Alberta,2,4
Alberta,3,4
Alberta,4,4
Alberta,4,4
Alberta,4,4
Alberta,,4
Alberta,4,4
Alberta,4,4
Alberta,4,4
Alberta,3,4
Alberta,1,4
Alberta,2,4
Alberta,2,4
Alberta,3,4
Alberta,3,4
Alberta,4,4
Alberta,4,4
Alberta,4,4
Alberta,4,4
Alberta,3,4
Alberta,4,4
Alberta,3,4
Alberta,3,4
Alberta,2,4
Alberta,2,4
Alberta,4,4
Alberta,3,4
Alberta,3,4
Alberta,4,4
Alberta,3,4
Alberta,3,4
Alberta,3,4
Alberta,1,4
Alberta,2,4
Alberta,3,4
Alberta,11,4
Alberta,3,4
Alberta,3,4
Alberta,3,4
Alberta,3,4
Alberta,-17,4
Alberta,2,4
Alberta,-17,4
Alberta,1,4
Alberta,1,4
Alberta,,4
Alberta,0,4
Alberta,2,4
Alberta,2,4
Alberta,-7,4
Alberta,1,4
Alberta,-1,4
Alberta,2,4
Alberta,2,4
Alberta,1,4
Alberta,1,4
Alberta,,4
Alberta,,4
Alberta,1,4
Alberta,2,4
Alberta,,4
Alberta,1,4
Alberta,-1,4
Alberta,-1,4
Alberta,-3,4
Alberta,,4
Alberta,1,4
Alberta,1,4
Alberta,-17,4
Alberta,0,4
Alberta,1,4
Alberta,-2,4
Alberta,-17,4
Alberta,0,4
Alberta,-1,4
Alberta,-17,4
Alberta,-2,4
Alberta,-1,4
Alberta,2,4
Alberta,-17,4
Alberta,1,4
Alberta,1,4
Alberta,-17,4
Alberta,-3,4
Alberta,0,4
Alberta,-4,4
Alberta,-4,4
Alberta,-1,4
Alberta,,4
Alberta,,4
Alberta,0,4
Alberta,-1,4
Alberta,0,4
Alberta,1,4
Alberta,-1,4
Alberta,-1,4
Alberta,,4
Alberta,2,4
Alberta,-17,4
Alberta,0,4
Alberta,1,4
Alberta,-1,4
Alberta,1,4
Alberta,1,4
Alberta,1,4
Alberta,,4
Alberta,-1,4
Alberta,,4
Alberta,1,4
Alberta,-2,4
Alberta,,4
Alberta,-1,4
Saskatchewan,1,4
Saskatchewan,-17,4
Saskatchewan,2,4
Saskatchewan,1,4
Saskatchewan,2,4
Saskatchewan,2,4
Saskatchewan,-17,4
Saskatchewan,-1,4
Saskatchewan,1,4
Saskatchewan,0,4
Saskatchewan,,4
Saskatchewan,-1,4
Saskatchewan,-17,4
Saskatchewan,1,4
Saskatchewan,-3,4
Saskatchewan,1,4
Saskatchewan,2,4
Saskatchewan,-17,4
Saskatchewan,1,4
Saskatchewan,0,4
Saskatchewan,1,4
Saskatchewan,0,4
Saskatchewan,,4
Saskatchewan,-1,4
Saskatchewan,1,4
Saskatchewan,2,4
Saskatchewan,2,4
Saskatchewan,1,4
Saskatchewan,1,4
Saskatchewan,1,4
Saskatchewan,3,4
Saskatchewan,2,4
Saskatchewan,4,4
Saskatchewan,1,4
Saskatchewan,1,4
Saskatchewan,2,4
Saskatchewan,2,4
Saskatchewan,,4
Saskatchewan,1,4
Saskatchewan,2,4
Saskatchewan,2,4
Saskatchewan,2,4
Saskatchewan,2,4
Saskatchewan,-2,4
Saskatchewan,1,4
Saskatchewan,1,4
Saskatchewan,-2,4
Saskatchewan,-2,4
Saskatchewan,-1,4
Saskatchewan,-2,4
Saskatchewan,-2,4
Saskatchewan,-1,4
Saskatchewan,-3,4
Saskatchewan,1,4
Saskatchewan,-3,4
Saskatchewan,-3,4
Saskatchewan,-3,4
Saskatchewan,-1,4
Saskatchewan,-1,4
Saskatchewan,-3,4
Saskatchewan,-3,4
Saskatchewan,-11,4
Saskatchewan,-9,4
Saskatchewan,-6,4
Saskatchewan,-5,4
Saskatchewan,-2,4
Saskatchewan,-9,4
Saskatchewan,-8,4
Saskatchewan,-4,4
Saskatchewan,-4,4
Saskatchewan,-1,4
Saskatchewan,-3,4
Saskatchewan,-6,4
Saskatchewan,-3,4
Saskatchewan,-8,4
Saskatchewan,-2,4
Saskatchewan,-3,4
Saskatchewan,-7,4
Saskatchewan,-3,4
Saskatchewan,-3,4
Saskatchewan,-1,4
Manitoba,1,4
Manitoba,1,4
Manitoba,1,4
Manitoba,1,4
Manitoba,2,4
Manitoba,2,4
Manitoba,,4
Manitoba,,4
Manitoba,2,4
Manitoba,-1,4
Manitoba,-1,4
Manitoba,1,4
Manitoba,-2,4
Manitoba,2,4
Manitoba,,4
Manitoba,,4
Manitoba,,4
Manitoba,1,4
Manitoba,3,4
Manitoba,2,4
Manitoba,,4
Manitoba,2,4
Manitoba,2,4
Manitoba,2,4
Manitoba,,4
Manitoba,1,4
Manitoba,,4
Manitoba,,4
Manitoba,1,4
Manitoba,2,4
Manitoba,,4
Manitoba,2,4
Manitoba,3,4
Manitoba,2,4
Manitoba,2,4
Manitoba,-3,4
Manitoba,-3,4
Manitoba,-4,4
Manitoba,-17,4
Manitoba,-1,4
Manitoba,,4
Manitoba,1,4
Manitoba,,4
Manitoba,1,4
Manitoba,-3,4
Manitoba,,4
Manitoba,0,4
Manitoba,-17,4
Manitoba,1,4
Manitoba,,4
Manitoba,0,4
Manitoba,-5,4
Manitoba,,4
Manitoba,-1,4
Manitoba,1,4
Manitoba,-1,4
Manitoba,-1,4
Manitoba,-4,4
Manitoba,-2,4
Manitoba,-4,4
Manitoba,-4,4
Manitoba,-3,4
Manitoba,-12,4
Manitoba,-12,4
Manitoba,-7,4
Manitoba,-7,4
Manitoba,-7,4
Manitoba,-3,4
Manitoba,-7,4
Manitoba,-7,4
Manitoba,-7,4
Manitoba,-8,4
Manitoba,-4,4
Manitoba,-15,4
Manitoba,-7,4
Ontario,-7,4
Ontario,-5,4
Ontario,-6,4
Ontario,,4
Ontario,-11,4
Ontario,-4,4
Ontario,-3,4
Ontario,-4,4
Ontario,-9,4
Ontario,-9,4
Ontario,-2,4
Ontario,-2,4
Ontario,-1,4
Ontario,-3,4
Ontario,3,4
Ontario,1,4
Ontario,2,4
Ontario,1,4
Ontario,1,4
Ontario,1,4
Ontario,1,4
Ontario,-1,4
Ontario,1,4
Ontario,0,4
Ontario,,4
Ontario,-2,4
Ontario,-2,4
Ontario,-17,4
Ontario,2,4
Ontario,-2,4
Ontario,-2,4
Ontario,-2,4
Ontario,,4
Ontario,-1,4
Ontario,-1,4
Ontario,-1,4
Ontario,2,4
Ontario,2,4
Ontario,0,4
Ontario,2,4
Ontario,1,4
Ontario,-2,4
Ontario,2,4
Ontario,2,4
Ontario,-1,4
Ontario,3,4
Ontario,-1,4
Ontario,3,4
Ontario,3,4
Ontario,2,4
Ontario,2,4
Ontario,-1,4
Ontario,1,4
Ontario,1,4
Ontario,-2,4
Ontario,-2,4
Ontario,-2,4
Ontario,0,4
Ontario,-5,4
Ontario,-4,4
Ontario,-4,4
Ontario,-2,4
Ontario,-3,4
Ontario,-1,4
Ontario,-1,4
Ontario,2,4
Ontario,2,4
Ontario,2,4
Ontario,3,4
Ontario,3,4
Ontario,3,4
Ontario,5,4
Ontario,4,4
Ontario,6,4
Ontario,6,4
Ontario,5,4
Ontario,6,4
Ontario,6,4
Ontario,4,4
Ontario,4,4
Ontario,4,4
Ontario,5,4
Ontario,4,4
Ontario,4,4
Ontario,5,4
Ontario,4,4
Ontario,3,4
Ontario,4,4
Ontario,4,4
Ontario,4,4
Ontario,5,4
Ontario,3,4
Ontario,3,4
Ontario,4,4
